name,category_list,funding_total_usd,country_code,state_code,founded_at,funding_rounds,first_funding_at,last_funding_at,status_binary
Acorda Therapeutics,"['Biotechnology', 'Health Care']",76800000.0,USA,NY,1999-02-06 13:31:02.880490288,3,2003-05-20,2006-11-29,1
Acorn International,['Advertising'],43000000.0,CHN,23,2001-09-20 13:31:02.880490288,2,2006-01-01,2007-04-01,1
Acoustic Technologies,['Software'],7974296.0,USA,TX,1998-01-01 00:00:00.000000000,1,2013-04-12,2013-04-12,1
Acquaintable,['Curated Web'],40000.0,USA,NY,2012-01-01 00:00:00.000000000,1,2013-01-07,2013-01-07,1
ACS Global,['Biotechnology'],3162000.0,USA,NJ,2007-01-15 13:31:02.880490288,2,2011-04-28,2011-07-01,1
Acta technology,"['Data Integration', 'Enterprises', 'Real Time']",25000000.0,USA,CA,1997-04-27 13:31:02.880490288,1,2001-08-08,2001-08-08,1
Actacell,"['Batteries', 'Clean Technology', 'Search']",9800000.0,USA,TX,2004-04-10 13:31:02.880490288,3,2008-07-22,2010-12-29,1
Actcat,['SaaS'],30231624.082057405,JPN,40,2012-05-10 00:00:00.000000000,3,2012-09-12,2014-10-31,0
Acteavo,"['B2B', 'Leisure', 'Travel & Tourism']",116987.0,IRL,7,2013-01-01 00:00:00.000000000,3,2013-01-17,2014-06-06,1
Actimis Pharmaceuticals,['Biotechnology'],15600000.0,USA,CA,2001-01-15 13:31:02.880490288,2,2005-04-28,2008-06-06,1
Actimize,['Software'],24000000.0,SGP,unknown,1999-01-01 00:00:00.000000000,3,2001-05-21,2004-01-14,1
Actinium Pharmaceuticals,['Biotechnology'],7000720.0,USA,NY,2000-01-01 00:00:00.000000000,2,2011-11-03,2014-01-21,1
Action Pharma,['Biotechnology'],12300000.0,SGP,unknown,2000-01-01 00:00:00.000000000,2,2006-10-27,2010-07-16,0
Action Plan Manager a.s.,"['Application Platforms', 'Professional Services', 'Project Management']",242563.0,SVK,3,2015-03-02 00:00:00.000000000,1,2015-01-01,2015-01-01,0
Actional Garners,['Technology'],26000000.0,SGP,unknown,1997-10-19 13:31:02.880490288,1,2002-01-30,2002-01-30,0
Action Engine,['Mobile'],58200000.0,USA,WA,2000-02-01 00:00:00.000000000,5,2000-05-01,2007-07-01,1
Actions Semiconductor,"['Hardware', 'Hardware + Software', 'Semiconductors']",80000000.0,CHN,5,2001-06-05 13:31:02.880490288,1,2005-09-16,2005-09-16,1
Activaero,['Biotechnology'],22585000.0,DEU,2,2004-01-01 00:00:00.000000000,2,2009-11-20,2011-02-16,1
Active Circle,['Software'],13360000.0,FRA,A8,2012-12-01 00:00:00.000000000,2,2005-11-07,2008-09-08,0
Active Junky,"['Comparison Shopping', 'Coupons', 'E-Commerce', 'Outdoors']",1300000.0,USA,CO,2010-01-01 00:00:00.000000000,1,2014-11-07,2014-11-07,1
Active Optical MEMS,"['Electronics', 'Manufacturing', 'Mechanical Solutions']",2000000.0,USA,CA,2003-04-08 13:31:02.880490288,1,2007-07-20,2007-07-20,0
Active Storage,['Enterprise Software'],16400000.0,USA,CA,2008-10-01 00:00:00.000000000,4,2009-11-03,2012-08-28,0
Active Voice Corporation,['Social Media'],41358853.86867132,USA,WA,1983-01-01 00:00:00.000000000,1,1990-10-31,1990-10-31,1
ActiveCloud,['Cloud Computing'],190000.0,RUS,48,2009-03-07 13:31:02.880490288,2,2013-06-18,2013-06-18,0
ActiveGrid,"['Information Technology', 'SaaS', 'Visualization']",3000000.0,USA,CA,2000-08-06 13:31:02.880490288,1,2004-11-17,2004-11-17,0
ACTIVE Network,['Software'],214208700.0,USA,TX,1999-08-01 00:00:00.000000000,10,1999-09-01,2009-12-11,1
ActivIdentity,['Enterprise Software'],5422959.0,USA,CA,1985-01-01 00:00:00.000000000,1,2009-12-29,2009-12-29,1
ActiViews,['Health Care'],10000000.0,ISR,4,2006-01-01 00:00:00.000000000,2,2007-11-13,2010-01-22,1
Activiomics,"['Biotechnology', 'Health Diagnostics']",805000.0,GBR,H9,2006-12-02 13:31:02.880490288,1,2011-03-15,2011-03-15,1
Actix,['Mobile'],21214175.002838995,GBR,H9,1981-01-01 00:00:00.000000000,1,2005-03-02,2005-03-02,1
ActoGeniX,"['Biotechnology', 'Clinical Trials', 'Pharmaceuticals']",30204758.8708734,BEL,8,2002-10-28 13:31:02.880490288,2,2007-02-08,2007-07-14,1
Acton Pharmaceuticals,['Biotechnology'],36700005.0,USA,MA,2005-09-04 13:31:02.880490288,4,2009-12-16,2013-05-21,1
Actona Technologies,"['Business Services', 'Technology']",28000000.0,USA,CA,2000-01-01 00:00:00.000000000,3,2002-08-16,2004-03-08,1
ActSocial,"['Advertising', 'Direct Marketing', 'Social CRM', 'Social Media']",2574004.0,SGP,unknown,2009-02-04 00:00:00.000000000,2,2010-08-25,2013-11-25,1
Acucar Guarani,"['Manufacturing', 'Retail']",45400000.0,BRA,27,1976-01-01 00:00:00.000000000,1,2009-12-11,2009-12-11,0
Acuity Pharmaceuticals,"['Health Care', 'Pharmaceuticals', 'Technology']",15000000.0,USA,PA,2000-06-26 13:31:02.880490288,1,2004-10-07,2004-10-07,1
Acura Pharmaceuticals,['Biotechnology'],10300000.0,USA,IL,2009-09-19 13:31:02.880490288,2,2013-12-31,2014-08-27,1
Acusphere,"['Biotechnology', 'Pharmaceuticals']",10000000.0,USA,MA,1993-01-01 00:00:00.000000000,2,2011-07-07,2012-02-23,1
Ad Infuse,"['Advertising', 'Mobile']",17600000.0,USA,CA,2005-11-01 00:00:00.000000000,3,2005-01-01,2008-01-23,1
Ad.IQ,"['Analytics', 'Customer Service', 'Lead Management', 'Mobile']",7706593.0,GBR,H9,2001-11-23 13:31:02.880490288,6,2006-03-06,2010-07-27,0
Ad Knights,"['Advertising', 'Social Media Advertising', 'Video']",50000.0,USA,TX,2010-03-01 00:00:00.000000000,1,2010-03-01,2010-03-01,0
Adisn,['Advertising'],1550000.0,USA,CA,2004-05-14 13:31:02.880490288,2,2008-08-25,2009-05-13,1
AD PathLabs,"['Health Care', 'Medical', 'Technology']",8900000.0,USA,CA,1998-10-30 13:31:02.880490288,1,2003-02-10,2003-02-10,0
Ad Summos,['Advertising'],4549999.0,USA,NY,2010-01-01 00:00:00.000000000,2,2010-03-25,2011-06-01,0
Ad2games,"['Games', 'Online Gaming']",9000000.0,DEU,16,2007-01-01 00:00:00.000000000,1,2014-12-02,2014-12-02,1
Adaffix,"['Android', 'Mobile']",22966913.78341673,AUT,9,2009-04-01 00:00:00.000000000,1,2009-01-01,2009-01-01,0
Adallom,"['Cloud Computing', 'Enterprises', 'Security']",49500000.0,USA,CA,2012-01-01 00:00:00.000000000,3,2012-12-01,2015-04-14,1
Adamas Pharmaceuticals,['Health Care'],82000000.0,USA,CA,2000-01-01 00:00:00.000000000,4,2005-05-01,2009-10-01,1
Adamis Pharmaceuticals,['Biotechnology'],16377078.0,USA,CA,2006-01-01 00:00:00.000000000,5,2012-04-06,2014-08-20,1
"Adap.tv, now a part of ONE by AOL","['Advertising', 'Auctions', 'Television', 'Video']",48500000.0,USA,NY,2006-11-01 00:00:00.000000000,5,2007-02-01,2011-03-28,1
Adapt Technologies,['Advertising'],10000000.0,USA,CA,2001-01-01 00:00:00.000000000,1,2005-06-12,2005-06-12,1
Adaptimmune,['Biotechnology'],107500000.0,GBR,Q5,2008-01-01 00:00:00.000000000,2,2014-03-26,2014-09-25,1
"Adaptive Medias, Inc.","['Advertising', 'Displays', 'Mobile', 'Video']",12400000.0,USA,CA,2012-01-01 00:00:00.000000000,3,2014-09-12,2015-05-05,1
Adaptive Ozone Solutions,['Clean Technology'],3750000.0,USA,KS,2004-03-19 13:31:02.880490288,1,2008-06-30,2008-06-30,0
Adaptive TCR,"['Biotechnology', 'Health Diagnostics']",10350000.0,USA,WA,2009-01-01 00:00:00.000000000,2,2010-03-26,2011-06-10,0
AdaptiveBlue,"['Entertainment', 'Games', 'Reviews and Recommendations', 'Semantic Web']",24020000.0,USA,NY,2007-01-01 00:00:00.000000000,4,2007-02-20,2012-01-11,1
Adaptiv.io,['Software'],10000000.0,USA,CA,2007-04-07 00:00:00.000000000,1,2013-01-14,2013-01-14,1
Adaptivity,['Enterprise Software'],24845955.0,USA,NC,2007-01-01 00:00:00.000000000,6,2009-11-04,2013-01-04,1
ADAPTIX,['Public Relations'],6500000.0,USA,TX,2005-06-24 13:31:02.880490288,2,2009-10-05,2011-10-18,1
Adaytum,"['Business Services', 'Enterprises', 'Software']",7400000.0,SGP,unknown,1997-02-21 13:31:02.880490288,1,2001-06-04,2001-06-04,1
adBidtise,['Advertising'],150000.0,USA,WI,2014-07-04 00:00:00.000000000,1,2014-07-04,2014-07-04,0
adBrite,"['Advertising', 'Auctions', 'Publishing']",40400000.0,USA,CA,2003-01-01 00:00:00.000000000,4,2004-09-01,2012-05-01,1
AdBuddy Inc,"['Advertising', 'Local', 'Mobile', 'Social Media']",100000.0,USA,NC,2012-06-13 00:00:00.000000000,1,2012-09-01,2012-09-01,0
AdCamp,['Advertising'],2000000.0,RUS,48,2009-08-30 13:31:02.880490288,1,2013-12-11,2013-12-11,0
AdCare Health Systems,"['Biotechnology', 'Health Care']",36043700.0,USA,GA,1988-01-01 00:00:00.000000000,7,2009-12-14,2015-04-13,1
Adcast,"['Advertising', 'Facebook Applications', 'Social Media', 'Twitter Applications']",3500.0,USA,MD,2009-03-28 00:00:00.000000000,1,2009-03-28,2009-03-28,0
ADCentricity,"['Advertising', 'Displays', 'Location Based Services', 'Mobile', 'Mobile Software Tools', 'News', 'Sales and Marketing']",2940000.0,CAN,ON,2007-03-01 00:00:00.000000000,1,2008-06-11,2008-06-11,1
Adchemy,['Advertising'],119191000.0,USA,CA,2004-01-01 00:00:00.000000000,7,2005-02-09,2011-09-21,1
AdChina,['Advertising'],10000000.0,CHN,23,2007-01-01 00:00:00.000000000,3,2008-06-12,2011-03-01,1
Adcole Corporation,"['Aerospace', 'Industrial', 'Manufacturing']",41358853.86867132,USA,MA,2010-04-19 13:31:02.880490288,1,2014-07-31,2014-07-31,1
Adconion Media Group,"['Ad Targeting', 'Advertising', 'Entertainment']",114000000.0,USA,CA,2005-01-01 00:00:00.000000000,3,2007-01-31,2011-05-09,1
Add Life Medical Institute,"['Health Care', 'Hospitals', 'Medical']",15500000.0,SGP,unknown,2002-07-11 13:31:02.880490288,1,2006-10-22,2006-10-22,0
Addex Therapeutics,['Biotechnology'],2842048.0,CHE,7,2002-01-01 00:00:00.000000000,1,2015-03-09,2015-03-09,1
AddFleet,"['Mobile', 'Mobility', 'Transportation']",4160600.0,ESP,56,2012-01-01 00:00:00.000000000,2,2012-09-19,2013-01-01,0
Addus HealthCare,"['Health and Wellness', 'Health Care']",1240000.0,USA,IL,1979-01-01 00:00:00.000000000,1,2010-08-10,2010-08-10,1
Adea,['Consulting'],5000000.0,USA,TX,1996-01-01 00:00:00.000000000,1,2007-01-01,2007-01-01,1
AdECN,"['Advertising', 'Sales and Marketing', 'Software']",3100000.0,USA,CA,2003-01-01 00:00:00.000000000,1,2006-02-01,2006-02-01,1
Adenyo,['Mobile'],29758289.0,CAN,ON,2005-11-20 13:31:02.880490288,2,2010-03-03,2010-07-13,1
Adept Cloud,['Enterprise Software'],1015000.0,USA,CA,2011-06-01 00:00:00.000000000,2,2012-10-01,2012-11-01,1
Adeptence,['Semiconductors'],5800000.0,USA,CA,2010-01-11 13:31:02.880490288,1,2014-04-24,2014-04-24,0
Adeptus Health,['Health and Wellness'],175000000.0,SGP,unknown,2011-06-26 13:31:02.880490288,1,2015-10-07,2015-10-07,1
Adesto Technologies,['Semiconductors'],56381909.0,USA,CA,2006-01-01 00:00:00.000000000,7,2009-04-24,2015-09-11,1
ADexact Corp.,"['Service Providers', 'Telecommunications', 'Television']",5500000.0,SGP,unknown,1997-06-08 13:31:02.880490288,1,2001-09-19,2001-09-19,0
AdexLink,"['Advertising', 'Android', 'iOS']",2000000.0,USA,CA,2010-08-16 00:00:00.000000000,1,2011-06-10,2011-06-10,0
Adeyoh,"['Curated Web', 'Social Media']",12000.0,USA,unknown,2009-10-01 00:00:00.000000000,1,2010-01-01,2010-01-01,0
ADFLOW Health Networks,['Health and Wellness'],2500190.0,USA,PA,2007-02-04 13:31:02.880490288,1,2011-05-18,2011-05-18,0
AdGrok,['Advertising'],470000.0,USA,CA,2010-05-01 00:00:00.000000000,2,2010-05-01,2011-03-07,1
Adhere2Care,['Health and Wellness'],300000.0,USA,GA,2011-01-01 00:00:00.000000000,1,2012-03-29,2012-03-29,0
Adherence Compliance,"['Financial Services', 'Information Technology', 'Software']",60000.0,USA,CO,2014-06-01 00:00:00.000000000,1,2015-01-02,2015-01-02,0
Adheron Therapeutics,['Biotechnology'],1500000.0,USA,CA,2011-04-19 13:31:02.880490288,1,2015-07-31,2015-07-31,1
Adhysteria,"['Classifieds', 'Curated Web', 'Video']",10000.0,IND,16,2007-09-01 00:00:00.000000000,1,2007-07-01,2007-07-01,0
ADI Engineering,['Networking'],41358853.86867132,USA,VA,1990-01-01 00:00:00.000000000,1,2011-11-10,2011-11-10,1
Adiana,['Biotechnology'],23000000.0,USA,CA,1997-01-01 00:00:00.000000000,1,2005-08-25,2005-08-25,1
adicate timeads,['Advertising'],2900000.0,NOR,13,2005-11-01 00:00:00.000000000,3,2005-11-01,2007-12-01,0
Adify,['Advertising'],27000000.0,USA,CA,2006-08-08 00:00:00.000000000,2,2006-08-01,2007-04-18,1
Adility,"['Advertising', 'Coupons', 'Local Advertising', 'Local Based Services', 'Network Security']",100000.0,USA,CA,2009-02-01 00:00:00.000000000,2,2011-07-01,2011-09-06,1
Adir Technologies,"['Services', 'Technology', 'VoIP']",25000000.0,USA,NJ,1997-02-28 13:31:02.880490288,1,2001-06-11,2001-06-11,0
Adjacent Applications,"['DOD/Military', 'E-Commerce', 'Internet', 'Marketplaces', 'Mobile']",256000.0,USA,CA,2011-05-31 00:00:00.000000000,2,2011-11-15,2012-12-01,0
Adjug,"['Advertising', 'Internet', 'Marketplaces', 'Publishing']",8500000.0,GBR,H9,2007-01-01 00:00:00.000000000,2,2007-07-03,2008-03-01,1
Adku,['Software'],1540000.0,USA,CA,2010-08-01 00:00:00.000000000,3,2010-11-01,2011-12-09,1
AdLib Mediation LLC,"['Advertising', 'Apps', 'Mobile']",200000.0,SGP,unknown,2014-03-01 00:00:00.000000000,1,2014-11-15,2014-11-15,0
ADMA Biologics,['Biotechnology'],46500000.0,USA,NJ,2009-07-12 13:31:02.880490288,3,2013-10-23,2014-12-15,1
Admatic,"['Big Data Analytics', 'Digital Media', 'E-Commerce', 'Marketing Automation', 'Search Marketing']",8685985.864614366,BRA,21,2013-03-01 00:00:00.000000000,1,2013-07-01,2013-07-01,1
Admazely,"['Advertising', 'E-Commerce']",600000.0,DNK,17,2011-10-01 00:00:00.000000000,1,2012-04-01,2012-04-01,0
Admeld,"['Advertising', 'Auctions', 'Software']",30000000.0,USA,NY,2007-10-01 00:00:00.000000000,3,2008-11-10,2010-08-01,1
ADMETA,"['Advertising', 'Internet', 'Optimization', 'Real Time']",5000000.0,SWE,28,2002-01-01 00:00:00.000000000,1,2008-01-01,2008-01-01,1
Admify,"['Advertising', 'E-Commerce']",26000.0,RUS,48,2012-04-01 00:00:00.000000000,1,2013-04-01,2013-04-01,0
AdMob,"['Advertising', 'Mobile']",46800000.0,USA,CA,2006-12-01 00:00:00.000000000,4,2006-09-01,2009-01-29,1
AdMobius,['Advertising'],5000000.0,USA,CA,2011-07-01 00:00:00.000000000,1,2012-09-30,2012-09-30,1
Adnavance Technologies,['Biotechnology'],7588201.0,USA,CA,2001-08-18 13:31:02.880490288,2,2005-11-29,2008-02-26,0
AdNectar,"['Advertising', 'Virtual Goods']",41358853.86867132,USA,CA,2008-01-19 00:00:00.000000000,1,2008-08-01,2008-08-01,0
Adnexus,"['Biotechnology', 'Health Care', 'Medical', 'Therapeutics']",55500000.0,USA,MA,2002-01-01 00:00:00.000000000,3,2003-01-01,2007-08-07,1
Adometry By Google,"['Advertising', 'Analytics', 'Displays', 'Software']",29575000.0,USA,TX,2005-01-01 00:00:00.000000000,5,2007-02-07,2012-12-28,1
Adomo,['Messaging'],18500000.0,USA,CA,1999-08-01 00:00:00.000000000,2,1999-11-01,2007-06-28,1
ADOR,"['News', 'Social Commerce', 'Social Media']",56464869.0,USA,WA,2009-02-01 00:00:00.000000000,5,2010-07-06,2013-10-31,1
AdoTube,"['Advertising', 'Monetization', 'Video']",1230000.0,USA,NY,2007-02-26 00:00:00.000000000,2,2007-07-31,2008-04-01,1
ADP (Automatic Data Processing),"['Business Services', 'Consulting', 'Outsourcing']",2000000.0,USA,NJ,1949-01-01 00:00:00.000000000,1,2005-12-30,2005-12-30,1
Adpeps,['Advertising'],300000.0,RUS,unknown,2008-08-20 13:31:02.880490288,1,2012-12-01,2012-12-01,0
AdQuantic,"['Advertising', 'Algorithms', 'Auctions', 'Optimization', 'Search Marketing', 'Semantic Search']",15698415.835953712,FRA,A8,2010-01-01 00:00:00.000000000,1,2013-02-01,2013-02-01,1
adQuota,['Advertising'],3216500.0,DNK,17,2009-10-06 13:31:02.880490288,1,2014-01-17,2014-01-17,1
AdReady,"['Advertising', 'Displays', 'Graphics']",17807000.0,USA,WA,2006-01-01 00:00:00.000000000,4,2007-07-01,2012-06-19,1
Adreal,['Business Services'],150000.0,RUS,unknown,2008-08-20 13:31:02.880490288,1,2012-12-01,2012-12-01,0
AdRocket,"['Ad Targeting', 'Advertising', 'Email', 'Optimization']",1000000.0,USA,CA,2008-02-01 00:00:00.000000000,1,2009-05-15,2009-05-15,0
adSage,"['Advertising', 'Services', 'Software']",20000000.0,USA,WA,2007-01-01 00:00:00.000000000,1,2011-09-01,2011-09-01,1
Adslot,"['Advertising', 'Media', 'Technology']",31634312.0,AUS,7,2007-01-01 00:00:00.000000000,7,2007-02-14,2014-07-03,1
ADSMAN.SSP,"['Advertising', 'Advertising Platforms', 'Mobile']",100000.0,SGP,unknown,2015-05-01 00:00:00.000000000,1,2015-04-10,2015-04-10,0
AdStack,['Advertising'],41358853.86867132,USA,CA,2011-01-01 00:00:00.000000000,2,2011-04-01,2012-05-01,1
Adtrade,['Advertising'],8685985.864614366,BRA,2,2013-07-01 00:00:00.000000000,1,2013-07-01,2013-07-01,0
Adtuitive,['Advertising'],1300000.0,USA,NY,2008-07-01 00:00:00.000000000,1,2009-02-01,2009-02-01,1
Aductions,['Advertising'],100000.0,USA,CA,2007-03-16 00:00:00.000000000,1,2007-07-05,2007-07-05,1
Adura Technologies,"['Clean Energy', 'Clean Technology', 'Lighting']",25500000.0,USA,CA,2008-01-01 00:00:00.000000000,3,2008-10-16,2012-04-26,1
Aduro BioTech,['Biotechnology'],143380947.0,USA,CA,2000-01-01 00:00:00.000000000,8,2009-11-17,2015-01-05,1
Advaliant,"['Advertising', 'Incentives', 'Internet', 'Performance Marketing', 'Sales and Marketing', 'Search']",100000.0,USA,NY,2013-04-16 00:00:00.000000000,1,2004-04-01,2004-04-01,0
Advanced Accelerator Applications,"['Biotechnology', 'Health Diagnostics']",52750600.0,FRA,B9,2002-01-01 00:00:00.000000000,1,2014-02-17,2014-02-17,1
Advanced Analogic Technologies,['Semiconductors'],15000000.0,USA,NM,1999-10-09 13:31:02.880490288,1,2004-01-20,2004-01-20,1
Advanced BioHealing,['Biotechnology'],33500000.0,USA,CT,2003-01-01 00:00:00.000000000,2,2005-11-21,2007-02-27,1
Advanced Cardiac Therapeutics,['Biotechnology'],12300000.0,USA,CA,2007-01-01 00:00:00.000000000,2,2010-01-11,2014-04-21,0
Advanced Cell Technology,['Biotechnology'],57777000.0,USA,CA,2007-01-01 00:00:00.000000000,3,2009-11-12,2014-07-03,1
Advanced Data Exchange,['Software'],10000000.0,USA,CA,1992-01-01 00:00:00.000000000,1,2003-07-28,2003-07-28,1
Advanced Digital Design,"['Design', 'Home Automation', 'Home Decor', 'Home Renovation']",16576852.052269405,ESP,52,2001-01-01 00:00:00.000000000,1,2007-02-20,2007-02-20,1
Advanced Electron Beams,['Clean Technology'],31670000.0,USA,MA,2005-01-01 00:00:00.000000000,2,2007-03-26,2009-08-04,0
Advanced In Vitro Cell Technologies,['Health Care'],16211800.0,ESP,56,2001-01-01 00:00:00.000000000,1,2007-11-29,2007-11-29,1
Advanced LEDs,['Technology'],399947.0,SGP,unknown,2008-05-21 13:31:02.880490288,3,2012-09-01,2015-04-10,0
Advanced Liquid Logic,['Hardware + Software'],5455180.0,USA,NC,2004-12-17 13:31:02.880490288,6,2009-03-30,2013-05-24,1
Advanced Marketing & Media Group,"['Advertising', 'Business Intelligence', 'Sales and Marketing', 'Software', 'Technology']",500000.0,USA,CT,2007-02-01 00:00:00.000000000,1,2007-02-15,2007-02-15,0
Advanced Media,['Technology'],60764825.0,JPN,40,2009-01-27 13:31:02.880490288,1,2013-05-10,2013-05-10,1
Advanced Mobile Solutions,"['Advertising', 'App Marketing', 'Mobile']",41358853.86867132,USA,PA,1998-01-03 00:00:00.000000000,1,2008-01-01,2008-01-01,1
Advanced Ophthalmic Pharma,['Biotechnology'],2000000.0,ISR,5,2007-01-01 00:00:00.000000000,1,2010-05-02,2010-05-02,0
Advanced Photonix,"['Analytics', 'Hardware + Software']",562336.0,USA,MI,2006-03-19 13:31:02.880490288,1,2010-06-30,2010-06-30,1
Advanced Power Projects,['Clean Technology'],13000000.0,USA,CA,2009-01-01 00:00:00.000000000,1,2008-03-18,2008-03-18,0
ART Advanced Recognition Technologies,"['Computers', 'Software', 'Technology']",6000000.0,USA,GA,1990-01-01 00:00:00.000000000,1,2004-01-14,2004-01-14,1
AdvanDx,['Biotechnology'],39700000.0,USA,MA,2002-01-01 00:00:00.000000000,5,2007-09-18,2015-03-17,1
Advasense,['Semiconductors'],24000000.0,ISR,2,2004-01-01 00:00:00.000000000,3,2005-01-25,2007-03-13,1
Advaxis,['Biotechnology'],98537423.0,USA,NJ,2002-01-01 00:00:00.000000000,8,2009-10-01,2015-08-26,1
Advebs,"['Enterprise Software', 'Internet Marketing']",980000.0,USA,CA,2004-08-24 13:31:02.880490288,1,2008-12-05,2008-12-05,0
Advent Solar,"['Clean Technology', 'Solar']",78000000.0,USA,NM,1998-09-20 13:31:02.880490288,3,2003-01-01,2007-06-19,1
Adventi,['Consulting'],2930000.0,GBR,V8,2001-04-12 13:31:02.880490288,2,2005-07-24,2009-03-03,0
Adventure Central,"['E-Commerce', 'Marketplaces', 'SaaS', 'Travel']",3500000.0,USA,AZ,2003-01-01 00:00:00.000000000,1,2007-01-10,2007-01-10,1
AdvisorPort,"['Application Platforms', 'Consulting', 'Investment Management']",5000000.0,SGP,unknown,1998-07-21 13:31:02.880490288,1,2002-11-01,2002-11-01,0
Adviva,['Advertising'],8000000.0,USA,CA,2000-08-20 13:31:02.880490288,1,2004-12-01,2004-12-01,1
Advizzer,"['Curated Web', 'Mobile']",1000000.0,RUS,unknown,2010-04-18 00:00:00.000000000,1,2012-08-01,2012-08-01,0
AdWhirl,['Mobile'],1000000.0,USA,CA,2005-03-06 13:31:02.880490288,1,2009-06-17,2009-06-17,1
Adwings,['Advertising'],24997.0,GBR,C3,2011-01-01 00:00:00.000000000,1,2011-05-01,2011-05-01,0
AdWired,"['Advertising', 'Android', 'iPhone', 'Media', 'Mobile', 'Web Development', 'Windows Phone 7']",351681.0,RUS,48,2009-09-01 00:00:00.000000000,2,2013-08-13,2013-08-13,0
AdXpose,"['Advertising', 'Analytics', 'SaaS']",22800000.0,USA,WA,2005-01-01 00:00:00.000000000,3,2007-02-01,2011-04-04,1
AdYouNet,['Advertising'],1400000.0,USA,CA,2006-01-01 00:00:00.000000000,2,2007-01-01,2008-04-30,0
Adzilla,['Advertising'],10250000.0,USA,CA,2003-04-20 13:31:02.880490288,1,2007-08-01,2007-08-01,0
AEA Technology,['Clean Technology'],6500000.0,GBR,unknown,2004-05-17 13:31:02.880490288,1,2008-08-28,2008-08-28,1
Aegerion Pharmaceuticals,"['Biotechnology', 'Health Care']",19814760.0,USA,MA,2005-01-01 00:00:00.000000000,2,2010-06-28,2010-10-11,1
Aegis Analytical Corp.,"['Enterprises', 'Manufacturing', 'Software']",1304000.0,USA,CO,2007-02-25 13:31:02.880490288,1,2011-06-08,2011-06-08,1
